generated_id,smiles,reward,depth,elapsed_time,is_through_filter,predict_trpv1_receptivity,predict_mor_receptivity,predict_dor_receptivity,predict_kor_receptivity,predict_nociceptin_receptivity
36,NS(=O)(=O)c1ccc(S[C@@H](C)C(=O)c2ccccc2)cc1,-0.08203338384628289,2,41.5,1,4.530493,4.977229,5.038189,5.9178753,5.470013
40,Nn1c(SCC(=O)Nc2ccccc2Cl)nnc1-c1cccs1,0.0009511232376099299,2,41.5,1,4.970092,5.1184855,4.5456514,4.0126514,6.165534
41,N[C@@H](c1ccc2c(c1)CCC(=O)N2)CS(C)(=O)=O,-0.2091935038566589,2,41.5,1,3.7959814,5.3726225,5.91457,5.366026,6.8984475
42,N[C@H](c1ccc2cccc(O)c2c1)COc1ccc(F)cc1,-0.009069228172302268,2,41.5,1,5.8387384,5.4921145,5.4871235,5.2493973,7.4890876
43,N#C/C(=C\c1ccc(N2CCOCC2)cc1)C(=O)N1CCN(Cc2ccccc2)CC1,0.18818511962890627,2,41.5,1,6.967416,4.608962,5.9505568,4.767847,5.0148926
46,NS(=O)(=O)C[C@@H]1CCCN(Cc2cnc[nH]2)C1,-0.08339565992355358,2,41.5,1,4.3347178,4.94454,3.3976612,6.481251,5.8512454
47,NNC(=O)c1cc(-c2ccco2)nn1Cc1ccccc1,0.025949382781982444,2,41.5,1,6.086398,5.5437517,6.040825,4.63412,7.0889206
51,N[C@@H](Cn1cncn1)Cc1cccc2ncccc12,0.0004871785640716553,2,41.5,1,4.455474,3.9489887,3.1629815,6.3460627,4.3443756
52,N[C@H]1c2ccccc2CC[C@H]1Oc1cccnc1,0.019805753231048606,2,41.5,1,4.800453,4.471301,2.8672118,4.972355,6.098715
53,N#Cc1ccc(NC(=O)N2CCN(C(=O)N[C@H]3CCS(=O)(=O)C3)CC2)cc1,-0.14731454849243164,2,41.5,1,4.100919,4.87782,5.3713326,5.533063,6.5140414
54,NC(=O)N1CCC[C@@H](C(=O)Oc2cc(Cl)ccc2Cl)C1,-0.0030054807662963645,2,41.5,1,6.2229624,6.91195,5.3295293,5.627335,7.1432543
55,Nc1ccccc1/C=N/NC(=O)c1cccc(O)c1,-0.31972017288208004,2,41.5,1,3.0524879,6.4492583,5.597471,5.6994185,7.25261
57,NN[C@H](CNS(=O)(=O)c1ccccc1[N+](=O)[O-])c1ccccc1,-0.20553127527236936,2,41.5,1,4.119734,6.385903,6.1580195,6.033943,6.1223207
58,N/C(=N\OCc1cc([N+](=O)[O-])ccc1Cl)c1ccccc1F,-0.07302490472793582,2,41.5,1,4.9286704,5.970949,3.547544,5.483538,7.6336465
59,N=C1S/C(=C/c2ccc(Cl)cc2)C(=O)N1c1ccncc1,-0.01688848137855531,2,41.5,1,4.6658545,3.6277044,4.2223034,5.396021,6.0929284
60,Nn1c(S/C=C2/SC(=S)N([C@@H]3CCS(=O)(=O)C3)C2=O)nnc1-c1ccccc1,-0.04909539818763736,2,41.5,1,4.9988956,5.459545,3.3479235,6.369665,6.7822647
61,N[C@@H]1C(=O)NC(=O)[C@@H]1c1ccc(OC(F)(F)F)cc1,0.12091051340103143,2,41.5,1,6.5565124,5.3976755,5.073033,4.9949107,5.92401
62,N[C@H]1c2ccccc2C(=O)N1Cc1ccccc1,-0.011146295070648127,2,41.5,1,5.395174,5.023572,5.329953,5.767392,5.9056306
64,Cc1nn(CC(C)C)c(C)c1CCC(=O)OCc1c[nH]c2ccccc12,-0.11452090740203846,2,62.9,1,5.0173535,5.0967536,5.605149,6.597822,7.350526
65,COc1ccc(NC(=O)CN2CCc3sccc3C2)c(C(=O)[O-])c1,0.03630595207214349,2,62.9,1,5.605809,5.1940355,5.092976,4.4550133,6.228974
67,C[C@H]1C[C@@H](C)CN(C(=O)C(=O)Nc2cnccc2C)C1,0.09054948091506954,2,62.9,1,6.9020066,5.3083696,5.908995,4.6386642,8.130018
68,CNS(=O)(=O)c1cc(C(=O)NCc2c(C)cc(C)cc2C)ccc1F,-0.167833399772644,2,62.9,1,4.4831467,5.033819,6.2456064,5.546221,7.8202763
69,CS(=O)(=O)c1ccc(CCNC(=O)COC2CCCC2)cc1,-0.03043366670608516,2,62.9,1,5.081711,4.89485,4.991947,5.580086,6.0773067
70,Cn1cnc(CNC(=O)c2cccc(C(F)(F)F)c2Cl)n1,-0.14604668617248528,2,62.9,1,4.340564,5.719031,4.279466,6.059269,7.1463566
71,C=CCN(Cc1cccnc1)C(=O)Nc1ccnn1C(C)C,0.03644250631332402,2,62.9,1,5.4993515,3.9105153,5.1912284,4.5906887,6.8472733
74,C/C(=N/NC(=O)c1nc(-c2ccco2)oc1C)c1ccc(F)cc1,-0.053947079181671076,2,62.9,1,5.3033533,6.2520137,4.8018656,4.742796,7.574621
75,C#CCN1CCN(CC(=O)N[C@H]2CCC[C@@H](C)C2)CC1,-0.1270258665084839,2,62.9,1,5.590063,5.6373334,5.8891764,8.211654,7.7031236
78,Cc1c(N)cc(NC(=O)c2cnccn2)cn1,-0.09418026208877567,2,62.9,1,3.3231003,2.887629,2.8837142,4.655017,6.6332517
79,COc1ccc(C)cc1NC(=S)N1CCC[C@H]1c1ccc(CC)o1,-0.1071062564849854,2,62.9,1,5.6095433,5.8751636,5.9839506,6.653172,8.210137
81,C[C@H](Oc1ccccc1Cl)C(=O)NNC(=O)c1ccccc1OCc1ccncc1,0.004946911334991477,2,62.9,1,5.4996905,5.3990607,5.4419928,3.9548697,7.0049624
83,CSC[C@@H]1CCCN1C(=O)c1cc(C)ccc1Cl,-0.03519747257232653,2,62.9,1,6.2265067,5.1597433,6.7380033,6.316871,8.099308
84,Cn1cnc(C(=O)Nc2ccc(S(=O)(=O)N(C)C)cc2C(F)(F)F)c1,0.003444814682006747,2,62.9,1,5.1982374,4.672757,4.4488044,5.1790824,6.354513
86,C[NH+](C)CCOc1ccc(NC(=O)C(=O)NCCNc2cnccn2)cc1,-0.011426496505737294,2,62.9,1,4.6623435,4.770411,4.746951,4.6594677,4.929604
88,C/C(=N/Nc1nc(SCC(=O)Nc2cccc(Cl)c2)no1)c1cccs1,-0.0562402606010437,2,62.9,1,4.7193465,5.2703805,4.684719,4.038614,7.133283
89,C#CCN(CC(=O)[O-])C(=O)Nc1cccc(OCC#N)c1,-0.0167030811309814,2,62.9,1,5.215446,6.5002537,5.8534184,4.290842,4.885393
92,Cc1cc(-c2oc3ccccc3c2)cc(C)c1NS(C)(=O)=O,0.048602390289306685,2,62.9,1,5.994423,6.07085,5.3348594,5.0178413,5.6100454
95,C[C@H]1CN(C(=O)COC(=O)c2ccc(NC3CC3)c(F)c2)C[C@@H](C)O1,0.10273641347885132,2,62.9,1,6.7456903,5.0814905,5.8657155,5.3412113,6.5848875
96,CN1CCCc2cc(CNC(=O)N3CC[NH+](C4CC4)CC3)ccc21,0.03181387186050422,2,62.9,1,5.9527817,5.0052614,5.3481464,4.8317013,7.3534627
97,CS[C@H]1CC[C@@H](NC(=O)N[C@@H](C)c2ccccc2)C1,-0.07607142925262456,2,62.9,1,5.360187,5.6890144,6.3497586,6.982553,5.4622793
98,Cn1cc(C(=O)NCCc2ccc(C(F)(F)F)cc2)c(=O)c2cc(Br)c(Cl)cc21,0.018273699283599787,2,62.9,1,6.1587715,6.8470564,5.2294855,6.5454936,5.2821026
99,C=CCN(Cc1cccc(C)c1)C(=O)c1ccccc1,0.08622058629989615,2,62.9,1,6.479308,4.867258,5.4392366,6.3925443,5.76937
102,C/C(=N\NC(=O)c1cccc(Br)c1)c1ccc2c(c1)OCO2,-0.14554072618484493,2,62.9,1,4.885844,5.806107,5.47445,5.851738,8.232711
105,O=C(CCOc1ccccc1)Nc1ccccc1NC(=O)c1ccc(F)cc1,0.056988859176635764,2,67.9,1,5.734945,4.632585,5.272024,5.1083274,5.6472883
107,O[C@H]1C[C@@H](Cc2ccccc2)[C@@H](SCC(=O)c2ccccc2)N1,-0.03766960501670846,2,67.9,1,4.9189615,3.5716994,5.7533674,5.965024,5.8925395
111,O[C@H](Cn1nnc2ccccc21)C(F)(F)F,0.06169645190238954,2,67.9,1,5.2148237,5.231776,3.86004,4.5406933,4.7589273
112,O[C@@H]1c2ccccc2CC[C@H]1C(=O)NC1(c2ccc(F)cc2)CCOCC1,0.062211132049560525,2,67.9,1,7.014838,5.8886256,5.752139,6.973577,6.956566
115,O[C@H](CN(Cc1ccc(F)cc1)C1CC1)c1cccc(S(N)(=O)=O)c1,-0.07065552473068237,2,67.9,1,5.785651,6.284247,6.4975863,6.7645507,6.422442
116,O[C@@H](CN(Cc1cccc(O)c1)C1CCOCC1)c1cccc(Cl)c1,-0.013882505893707209,2,67.9,1,6.669274,6.0512676,6.62999,7.486614,7.0645237
119,c1ccc(-c2nnc(NC[C@H]3CCOC3)o2)cc1,0.14891300201416013,3,68.8,1,6.312866,4.884591,5.3837237,4.7549715,4.2716584
122,c1csc(C2CN(C(=O)Cc3ccon3)C2)c1,-0.09302085638046259,4,72.1,1,4.696073,7.5664835,4.036369,4.7201643,6.18211
127,c1csc([C@@H](Cc2cccs2)NC(=O)c2cccnc2)n1,-0.04282552599906919,4,72.1,1,4.5714417,6.0699406,3.416549,4.3393974,6.1729007
133,c1coc(C[NH2+]Cc2ccnc(OC3CCC3)c2)c1,-0.019819796085357666,4,72.1,1,5.3167334,4.3601384,5.7040734,6.481835,5.5136786
135,F[C@@H](COC(=O)c1cccc(Br)c1)c1ccccn1,-0.011767548322677568,3,73.1,1,5.1987433,4.4510965,3.9210832,6.9978566,5.895639
141,FC(F)(F)c1nnc2n1CCN(Cc1cccc(S(=O)(=O)N3CCCC3)c1)C2,0.005139291286468395,3,76.7,1,6.008459,5.820264,6.9655232,5.520951,5.521527
145,FC1CCN(CCc2nc(-c3cccc(Cl)c3)no2)CC1,0.01779791116714491,3,76.7,1,5.802253,5.8779087,4.9790955,5.4041376,6.235953
146,FCCn1cc(CN2CCC[C@@H](CO)C2)c(Br)n1,0.0837689280509949,3,76.7,1,6.3953733,4.717225,4.482479,5.2831755,7.7478566
147,c1coc(-c2cccnc2Cl)c1,-0.004018896818160922,5,77.6,1,5.4555492,5.593168,3.927729,5.3502626,7.1117935
150,c1coc(CN2CCN(Cc3cnc(-c4ccco4)s3)CC2)c1,0.14107034802436835,6,80.9,1,6.55672,5.268848,5.6300235,3.4613073,6.2238865
152,c1coc(-c2nc(Cl)ncc2Cl)c1,0.11966502666473378,6,80.9,1,6.866337,5.2710624,4.255372,5.369635,7.7826767
154,c1coc(-c2ccc(CNC(=O)C3CCN(C4CCCCC4)CC3)o2)c1,0.0029878139495849165,6,80.9,1,5.819988,4.876684,5.3889947,5.9113483,6.9834113
155,c1cocc1CNCC#Cc1ccccc1,0.051638662815093994,6,80.9,1,5.600318,5.2722664,5.7013183,4.7684927,4.593648
157,O=S(=O)([N-]c1nc2c(F)cccc2s1)c1ccccc1F,0.26048060655593874,3,85.2,1,7.738207,4.9391003,5.5492306,4.510792,5.5344806
160,O=S(=O)(C1CC1)N1CCN(Cc2ccc(F)cc2)C(=O)C1,-0.04879088401794429,3,85.2,1,5.2806273,5.400412,6.0649457,4.942629,6.6661577
161,O=c1[nH]cccc1[C@@H](O)c1ccc(F)cc1Cl,0.003264129161834717,3,85.2,1,6.0174513,5.4046297,4.8667088,6.0671043,7.600797
162,O=C([C@@H]1CCCN1C(=O)c1ccccc1Cl)N1CCc2ccccc2C1,0.000533688068389937,3,85.2,1,6.109097,5.1429534,7.0137258,5.2568855,7.001476
163,O=S(=O)(CC1CCC1)NCc1ccccc1Br,-0.0826210498809814,3,85.2,1,5.4082217,5.140257,5.0930595,6.8854074,7.819005
165,F[C@H](CCc1cccs1)C(F)(F)F,0.11355464458465575,3,86.1,1,5.9507837,6.555958,4.7251697,2.69555,5.2842717
170,Fc1ccc(NCc2noc(-c3ccoc3)n2)cn1,0.11498638391494742,3,87.1,1,6.287071,5.7322245,4.583299,4.7572975,5.4760084
179,F[C@H](Cc1ccccc1)Cn1ccc2ccc([N+](=O)[O-])cc2N1,0.12584412097930908,4,91.4,1,6.711999,5.0136204,4.248514,6.31021,6.241886
187,F[C@H](CSc1ccc(Cl)cn1)C1CC1,0.16837705373764034,4,91.4,1,6.5925636,4.8021235,4.662158,4.4792852,5.6916056
191,F[C@H](F)c1ccc(N2CC[C@@H](NC(=O)c3nc(-c4ccc(F)cc4)nn3C)C2)cc1,0.035498392581939764,4,91.4,1,6.2308917,5.6603494,6.6456923,5.0182476,6.179342
195,c1csc(CN[C@@H]2CCCc3cccnc32)c1,-0.030345445871353127,5,93.0,1,5.290947,5.6218696,3.990546,6.0548625,6.7103276
197,c1csc(C[NH2+]CCc2csc3ccccc23)c1,0.013288986682891912,5,93.0,1,5.952318,6.1746664,6.2121515,5.765969,5.1249266
214,F[C@@H](C(=O)[O-])[C@H](O)c1cccc(OCC2CC2)c1,0.1155550479888916,4,95.4,1,6.4217815,4.7723093,5.1849585,5.213524,5.8941326
216,F[C@@H](c1ccccc1)[C@@H]1NC(=O)C=CN1CCOc1ccccc1,-0.03333920240402222,4,95.4,1,5.5019655,6.287285,6.604076,6.025996,4.424073
222,O[C@@H]([C@H]1Cc2ccccc2O1)c1c[nH]c2cccc(F)c12,0.0847614645957947,3,96.4,1,6.765957,5.3395786,5.1157513,5.2331767,7.9848623
225,c1csc(-c2cnc(-c3nnnn3-c3ccc(Br)s3)[nH]2)c1,0.15037803649902337,6,100.4,1,6.4607677,5.3046694,3.6443362,4.493089,6.3858547
226,c1cscc1-c1nnc(N2CCOCC2)s1,0.18801391124725342,6,100.4,1,6.94924,5.7820997,5.6482177,2.997695,5.848392
227,c1csc(CCn2cccn2)c1,-0.06337070465087885,6,100.4,1,3.6999776,4.9325314,2.7820387,4.4523964,5.1677723
229,c1csc(C[NH2+]Cc2ccc(-n3ccnc3)cc2)c1,-0.05572291612625124,6,100.4,1,4.928751,5.5111747,5.671322,5.372755,5.388669
230,c1cscc1CN1CCO[C@@H]2CCC[C@H]21,0.14342024326324465,6,100.4,1,6.6941013,5.4071474,4.2972593,6.3108377,5.024351
231,O[C@@H](CSc1nc(-c2ccccc2)cs1)C(N)=O,0.07863852977752683,4,104.8,1,6.4820347,6.328283,5.6273575,5.624416,5.2025414
232,O[C@@H](c1cccc([C@@H]2CCCO2)c1)[C@@H]1COc2ccccc2O1,0.1648259282112121,4,104.8,1,7.2988577,5.370756,5.3918877,5.8490562,5.9906936
234,O[C@@H](COc1ccccc1I)C[C@H]1CCCO1,0.15070165991783135,4,104.8,1,7.0318694,5.979088,3.4076426,5.4317656,7.2809153
235,O[C@@H](c1ccc(Oc2cccnc2)cc1)c1c[nH]cc1Br,-0.013775134086608798,4,104.8,1,5.6828218,4.516985,6.537719,6.4401293,5.7874594
244,O[C@H](COc1ccccc1F)Cc1ncoc1C(C)C,0.014508402347564786,3,106.8,1,5.6849194,5.152828,4.729227,4.911235,7.366051
245,O[C@H](Cc1cncnc1)c1cc(F)c(Br)c(F)c1,0.007552099227905229,3,106.8,1,5.7116446,4.736678,5.2504215,5.3686934,7.1887016
247,FCCc1nc2n(n1)[C@H](C(=O)Nc1cccc(Oc3ccccc3)c1)CCC2=O,-0.13838868141174315,4,121.3,1,4.720585,5.8720994,5.8179817,6.2395015,6.488304
254,FCC(=O)OCc1nc2cc(F)ccc2[nH]1,-0.11178773641586304,4,121.3,1,4.9253654,7.0205526,5.9547296,4.861973,6.3357162
255,FCCSc1ccccc1C[NH3+],-0.051376390457153365,4,121.3,1,5.258302,5.2924986,4.686459,5.6978426,7.411464
256,FCC1(CSc2nnc(-c3cccs3)n2Cc2ccco2)CC1,0.11951295137405393,4,121.3,1,6.80844,6.2390194,5.0005374,5.1551003,6.0585856
257,FCCN1CC=C(c2ccc(OC(F)(F)F)cc2)CC1,0.06878529787063603,4,121.3,1,6.3984075,5.772017,6.4775877,5.019432,5.573181
258,FCC[n+]1cc(NCc2cc(F)cc(F)c2)ccc1Cl,-0.054408717155456476,4,121.3,1,5.711608,6.82521,5.087304,5.7901134,7.3201528
260,FCC[C@@]1(NCc2ccc3c(c2)OCO3)CCS(=O)(=O)C1,-0.14025605916976924,4,121.3,1,5.1944547,6.487667,5.9868608,6.8177776,7.0957556
268,FCC[C@H]1COCCN1Cc1cccc(OCCOc2ccccc2)c1,0.15706360340118408,4,121.3,1,6.728468,4.68252,4.7549543,6.23312,4.9607334
271,FCC[NH2+]C[C@]1(c2ccccc2)CCCCC1,0.054868888854980424,4,121.3,1,5.9184933,5.4838595,5.7117357,4.7726674,5.510955
273,FCCSc1nnc(-c2ccccc2Cl)[nH]1,-0.11744873523712163,4,121.3,1,4.1151476,4.3535705,5.5210695,5.606254,5.6776457
274,FCC1CCN(Cc2ccc(NCC[NH2+]C3CC3)cn2)CC1,0.04065037965774543,4,121.3,1,5.8260546,5.0315437,5.031455,5.854899,5.7603054
275,FCCN1CCN(Cc2ccc(Oc3ccccc3)cc2)CC1,0.08857038021087649,4,121.3,1,5.8960752,4.83292,5.4249935,5.0460205,4.7375517
285,FCCn1ccc2ccccc21,0.002036857604980402,4,121.3,1,5.2677073,4.8750057,5.8716974,4.4866357,5.7560163
286,FCC[C@H]1COCCN1Cc1cc(Cl)cc(Cl)c1,1.0263919830388879e-05,4,121.3,1,6.5972905,6.8382134,4.5650864,6.2194414,8.76601
288,FCCO[C@@H]1CCCOC1,0.11696325540542607,4,121.3,1,7.4455667,6.841421,5.7606807,4.940777,7.560858
302,c1cocc1CCNCc1ccc(-n2ccnc2)cc1,-0.02726630568504329,7,122.3,1,5.138499,5.8869405,6.584541,3.8062007,5.3669653
307,c1cocc1-c1cc(COc2ccccc2)[nH]n1,0.06861100196838388,8,131.7,1,5.7088666,5.0079193,5.5112963,3.665687,5.9061236
308,c1cocc1[C@@H]1CCCN(C(=O)CCn2nnc3ccccc3c2=O)C1,-0.030132412910461426,8,131.7,1,4.7233725,5.1026134,5.1532,4.7401876,5.102785
310,c1cocc1NC(=S)NC(=O)c1ccccc1C(F)(F)F,0.0020759940147400124,8,131.7,1,5.571783,5.5412793,4.324952,4.946376,7.391485
313,c1cocc1c1[nH]c(-c2cccnc2)nc1,-0.017734360694885265,8,131.7,1,4.5598893,4.4348044,5.1947117,3.0023184,6.317097
318,c1cocc1NCCCNc1cc2ccnn2c(Cl)c1C(F)(F)F,0.048837339878082364,8,131.7,1,6.085394,5.0541687,5.1293364,5.2647753,6.9398017
319,c1cocc1/C=C(/Cl)c1ccccn1,-0.0020988821983337624,8,131.7,1,5.5918565,5.836089,4.889209,5.3610234,6.36506
322,c1cocc1C(=O)N1CCC(Cc2ccc(O)cc2)CC1,0.018071770668029785,8,131.7,1,6.014607,5.78548,6.092992,5.4156003,6.041485
323,c1cocc1-c1csc2nc(-c3ccc4c(c3)OCCO4)[nH]c(=O)c12,0.008382594585418679,8,131.7,1,5.8964906,6.117082,6.4946003,4.2562723,6.382704
326,c1cocc1NC(=O)CSc1ccccn1,0.12008605003356931,8,131.7,1,5.3991003,4.0312757,4.2827253,3.452385,5.026573
329,c1cocc1c1nc(C2CCCCC2)n[nH]1,0.02424799203872674,8,131.7,1,5.743185,5.9690485,3.7192264,5.21187,7.1026754
330,O[C@H](COC(F)(F)F)c1cc(Br)c2c(c1)OCCO2,0.12994856834411628,4,134.4,1,7.2612596,6.087737,5.6717505,4.3117085,7.7758994
339,O[C@H](c1ccc(Cl)s1)c1ccc(F)c(F)c1,0.1469936847686768,4,134.4,1,7.1494794,5.347441,5.2222843,5.292076,6.8563685
343,O=c1[nH]nc(-c2cc(C(F)(F)F)ccc2Cl)n1N,0.21296412348747262,4,136.2,1,7.465797,5.5186033,4.666778,3.8199165,7.339325
344,O=c1c2cc(Br)ccc2oc1=O,-0.057478737831115734,4,136.2,1,4.55478,5.409681,3.4545455,5.2219267,6.4321165
347,O[C@@H](CNNc1ncnc2c1CCCC2)c1ccccn1,0.007802164554595925,5,148.6,1,5.0761185,3.2349954,4.053005,5.9448195,6.7595673
348,O[C@@H](COc1ccc2c(c1)OCCO2)[C@@H]1CCCO1,0.027089500427246005,5,148.6,1,5.6434484,5.5577354,5.4836855,4.6576023,5.79119
349,O[C@@H](CCSc1ncn[nH]1)c1ccc(F)cc1,-0.09580642580986026,5,148.6,1,4.5617933,3.387581,7.166843,5.470845,6.054161
357,O[C@@H](C(=O)NCCC(F)(F)F)C1CCCC1,0.01263406276702883,5,148.6,1,6.2576437,5.27544,5.9459825,5.470679,7.833111
359,O[C@@H](Cc1cccc(F)c1)c1c(F)cc(F)cc1F,0.012963271141052335,5,148.6,1,6.235507,5.700947,4.9551783,5.7705503,7.996822
362,O[C@@H](COc1ccccc1)Cn1cccn1,-0.017650806903839134,5,148.6,1,3.5495923,4.3062496,2.974596,4.755326,2.8682299
364,O[C@@H](C[C@H]1Cc2ccccc2O1)Cc1ccc(F)cc1F,0.05794366598129275,5,148.6,1,6.6719,5.8220315,4.0809474,6.5116525,7.955221
371,O[C@@H](C(N)=O)[C@@H]1Sc2ccccc2NC1=O,-0.030159455537795976,5,148.6,1,4.8243,5.482805,3.7459948,5.0664277,6.20835
373,O[C@@H](Cc1ccc(F)cc1)c1ccc(F)cc1Cl,-0.001643168926238947,5,148.6,1,6.43643,5.536225,5.914015,6.7452264,7.6159806
375,O[C@@H](CNC[C@@H]1CCCc2ccccc21)c1ccccc1Cl,-0.06046507358551012,5,148.6,1,6.5542393,6.463985,6.3478904,7.3287096,8.494975
377,O[C@@H](CCc1nccs1)c1ccc(Cl)s1,-0.11074565649032597,5,148.6,1,5.273177,5.855942,5.528945,6.106911,8.030737
387,N=C1NC(=O)C(=NNC(=O)c2cccc(Br)c2)N(C2CC2)C1=O,-0.054426896572113026,3,149.7,1,4.4144244,4.9043746,2.42521,5.1311636,7.3740253
393,N/C(=N\O)[C@H]1CCCCN1C(=O)c1c(F)cccc1Cl,-0.12073727846145632,3,154.3,1,4.7742877,6.132497,5.345955,5.048601,7.399589
396,N/c1ccncc1[N+](=O)[O-],-0.09488973617553709,3,154.3,1,2.807788,3.8734322,2.392662,2.7237659,6.036881
397,N/C(=N\O)[C@H]1CCC[C@@H]1Nc1cccc2cccnc12,-0.0030701756477355957,3,154.3,1,5.8873672,6.0241127,4.877164,6.171891,6.599108
401,N/C(COc1ccc(Cl)cc1)=Nc1nc(N2CCN(c3cccc(Cl)c3)CC2)n[nH]1,-0.031951856613159135,3,154.3,1,5.5443645,4.917321,6.193791,5.800987,6.543433
404,N/c1ccc([C@@H]2CC(=O)N(c3ccc(Cl)cc3)C2=O)cc1,-0.07004548311233516,3,154.3,1,5.2525587,6.215455,5.7539735,5.6696167,6.173009
405,c1cscc1Cc1ccc(Cl)c(S(=O)(=O)Nc2ccccc2)c1,0.10549422502517702,7,155.3,1,6.280337,5.17589,6.2518435,5.3631864,4.1106586
411,c1cscc1/C=C/Cl,0.08763723373413079,8,171.3,1,6.0208626,7.4771395,5.629118,3.724808,3.7468956
413,c1cscc1Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1,-0.0014612674713134766,8,171.3,1,5.8838754,4.9500065,6.093266,7.3449216,5.205758
414,c1cscc1SCCCN1CCOc2cccnc21,-0.02108808755874636,8,171.3,1,4.8897624,4.571206,5.4561296,4.3998427,5.9753947
415,c1cscc1c1ncccc1C[NH2+]c1ccccc1CN1CCOCC1,0.17227383852004996,8,171.3,1,7.091496,5.599684,5.3260913,5.2257338,5.3235216
416,c1cscc1OCCn1cccn1,-0.043238162994384766,8,171.3,1,4.191306,5.2298946,3.5251412,5.230464,4.509251
417,c1cscc1CCSc1nnc(NC2CC2)s1,0.006281280517578147,8,171.3,1,5.3912473,4.5994234,5.3404207,5.18355,6.190344
419,c1cscc1[C@@H]1CN(Cc2cccc3cccnc23)CCO1,0.1189111828804017,8,171.3,1,7.116652,6.0248876,5.605177,5.889902,6.190194
420,c1cscc1/C=C/COc1cnccn1,-0.035480391979217485,8,171.3,1,5.13319,5.7836185,4.767581,5.0567713,6.3440056
422,c1cscc1NCCCNC(=O)c1ccc(OC2CCCC2)cc1,0.028394222259521484,8,171.3,1,6.2112136,4.694662,4.833343,7.819734,6.3613462
423,c1cscc1Sc1cc(Cl)ncn1,0.1414076149463654,8,171.3,1,5.7125883,3.9925663,3.6905093,5.2189326,4.2920403
425,c1cscc1OC1CCN(CC2CCCCC2)CC1,0.03866288661956785,8,171.3,1,5.275236,5.254899,3.4881506,5.328965,5.4824142
427,c1cscc1-c1noc(CS(=O)(=O)Cc2cccnc2)n1,0.13004211187362674,8,171.3,1,5.7694616,5.3400536,4.5731716,3.8810277,4.081909
